file,candidate_source,note_index,pitch,ioi_from_prev_ticks,ioi_from_prev_sec,velocity,duration_ticks,duration_sec,onset_tick,onset_sec,next_ioi_ticks,next_ioi_sec,pedal1,pedal1_sample_tick,pedal1_sample_time_sec,pedal2,pedal2_sample_tick,pedal2_sample_time_sec,pedal3,pedal3_sample_tick,pedal3_sample_time_sec,pedal4,pedal4_sample_tick,pedal4_sample_time_sec,relative_path,composer,title,folder
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,259,50,6,0.006,56,913,0.913,52664,52.664,309,0.309,0,52664.0,52.664,0,52741.25,52.74125,0,52818.5,52.8185,0,52895.75,52.89575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,260,69,309,0.309,46,498,0.498,52973,52.973,311,0.311,0,52973.0,52.973,0,53050.75,53.05075,0,53128.5,53.1285,0,53206.25,53.20625,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,261,68,311,0.311,71,738,0.738,53284,53.284,5,0.005,0,53284.0,53.284,0,53285.25,53.28525,0,53286.5,53.2865,0,53287.75,53.28775,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,262,64,5,0.005,66,315,0.315,53289,53.289,294,0.294,0,53289.0,53.289,0,53362.5,53.3625,54,53436.0,53.436,77,53509.5,53.5095,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,263,52,294,0.294,64,395,0.395,53583,53.583,289,0.289,127,53583.0,53.583,127,53655.25,53.65525,127,53727.5,53.7275,127,53799.75,53.79975,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,264,76,289,0.289,72,761,0.761,53872,53.872,2,0.002,113,53872.0,53.872,113,53872.5,53.8725,113,53873.0,53.873,113,53873.5,53.8735,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,265,69,2,0.002,68,979,0.979,53874,53.874,17,0.017,113,53874.0,53.874,113,53878.25,53.87825,113,53882.5,53.8825,113,53886.75,53.88675,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,266,50,17,0.017,61,399,0.399,53891,53.891,303,0.303,99,53891.0,53.891,76,53966.75,53.96675,50,54042.5,54.0425,40,54118.25,54.11825,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,267,48,303,0.303,59,349,0.349,54194,54.194,324,0.324,0,54194.0,54.194,0,54275.0,54.275,0,54356.0,54.356,0,54437.0,54.437,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,268,74,324,0.324,63,660,0.66,54518,54.518,15,0.015,0,54518.0,54.518,0,54521.75,54.52175,0,54525.5,54.5255,0,54529.25,54.52925,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,269,47,15,0.015,49,235,0.235,54533,54.533,290,0.29,0,54533.0,54.533,0,54605.5,54.6055,70,54678.0,54.678,112,54750.5,54.7505,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,270,71,290,0.29,71,404,0.404,54823,54.823,338,0.338,127,54823.0,54.823,127,54907.5,54.9075,127,54992.0,54.992,127,55076.5,55.0765,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,271,72,338,0.338,68,416,0.416,55161,55.161,20,0.02,127,55161.0,55.161,127,55166.0,55.166,127,55171.0,55.171,113,55176.0,55.176,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,272,52,20,0.02,84,1340,1.34,55181,55.181,0,0.0,113,55181.0,55.181,113,55181.0,55.181,113,55181.0,55.181,113,55181.0,55.181,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,273,69,0,0.0,57,332,0.332,55181,55.181,309,0.309,113,55181.0,55.181,91,55258.25,55.25825,71,55335.5,55.3355,59,55412.75,55.41275,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,274,71,309,0.309,73,362,0.362,55490,55.49,11,0.011,0,55490.0,55.49,0,55492.75,55.49275,0,55495.5,55.4955,0,55498.25,55.49825,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,275,68,11,0.011,73,343,0.343,55501,55.501,301,0.301,0,55501.0,55.501,0,55576.25,55.57625,0,55651.5,55.6515,0,55726.75,55.72675,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,276,54,301,0.301,87,729,0.729,55802,55.802,5,0.005,0,55802.0,55.802,0,55803.25,55.80325,0,55804.5,55.8045,0,55805.75,55.80575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,277,66,5,0.005,64,481,0.481,55807,55.807,3,0.003,0,55807.0,55.807,0,55807.75,55.80775,0,55808.5,55.8085,0,55809.25,55.80925,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,278,69,3,0.003,70,336,0.336,55810,55.81,292,0.292,0,55810.0,55.81,0,55883.0,55.883,0,55956.0,55.956,0,56029.0,56.029,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,279,68,292,0.292,71,373,0.373,56102,56.102,322,0.322,67,56102.0,56.102,95,56182.5,56.1825,98,56263.0,56.263,98,56343.5,56.3435,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,280,69,322,0.322,69,421,0.421,56424,56.424,2,0.002,84,56424.0,56.424,84,56424.5,56.4245,84,56425.0,56.425,84,56425.5,56.4255,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,281,56,2,0.002,84,726,0.726,56426,56.426,5,0.005,84,56426.0,56.426,84,56427.25,56.42725,84,56428.5,56.4285,84,56429.75,56.42975,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,282,65,5,0.005,65,393,0.393,56431,56.431,4,0.004,84,56431.0,56.431,84,56432.0,56.432,84,56433.0,56.433,84,56434.0,56.434,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,283,50,4,0.004,67,707,0.707,56435,56.435,316,0.316,84,56435.0,56.435,0,56514.0,56.514,0,56593.0,56.593,0,56672.0,56.672,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,284,71,316,0.316,68,394,0.394,56751,56.751,305,0.305,67,56751.0,56.751,91,56827.25,56.82725,93,56903.5,56.9035,93,56979.75,56.97975,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,285,72,305,0.305,68,689,0.689,57056,57.056,9,0.009,88,57056.0,57.056,88,57058.25,57.05825,88,57060.5,57.0605,88,57062.75,57.06275,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,286,57,9,0.009,84,889,0.889,57065,57.065,12,0.012,88,57065.0,57.065,88,57068.0,57.068,88,57071.0,57.071,84,57074.0,57.074,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,287,64,12,0.012,55,331,0.331,57077,57.077,2,0.002,84,57077.0,57.077,84,57077.5,57.0775,84,57078.0,57.078,84,57078.5,57.0785,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,288,48,2,0.002,68,638,0.638,57079,57.079,323,0.323,84,57079.0,57.079,38,57159.75,57.15975,0,57240.5,57.2405,0,57321.25,57.32125,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,289,66,323,0.323,46,631,0.631,57402,57.402,265,0.265,63,57402.0,57.402,74,57468.25,57.46825,80,57534.5,57.5345,81,57600.75,57.60075,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,290,68,265,0.265,64,395,0.395,57667,57.667,4,0.004,75,57667.0,57.667,75,57668.0,57.668,75,57669.0,57.669,75,57670.0,57.67,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,291,53,4,0.004,61,1369,1.369,57671,57.671,23,0.023,75,57671.0,57.671,75,57676.75,57.67675,65,57682.5,57.6825,65,57688.25,57.68825,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,292,62,23,0.023,41,555,0.555,57694,57.694,268,0.268,65,57694.0,57.694,62,57761.0,57.761,79,57828.0,57.828,83,57895.0,57.895,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,293,59,268,0.268,64,114,0.114,57962,57.962,3,0.003,83,57962.0,57.962,83,57962.75,57.96275,83,57963.5,57.9635,83,57964.25,57.96425,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,294,69,3,0.003,65,331,0.331,57965,57.965,122,0.122,83,57965.0,57.965,83,57995.5,57.9955,83,58026.0,58.026,82,58056.5,58.0565,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,295,57,122,0.122,75,266,0.266,58087,58.087,159,0.159,82,58087.0,58.087,82,58126.75,58.12675,82,58166.5,58.1665,81,58206.25,58.20625,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,296,71,159,0.159,72,701,0.701,58246,58.246,14,0.014,77,58246.0,58.246,72,58249.5,58.2495,72,58253.0,58.253,72,58256.5,58.2565,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,297,56,14,0.014,76,791,0.791,58260,58.26,291,0.291,72,58260.0,58.26,42,58332.75,58.33275,0,58405.5,58.4055,63,58478.25,58.47825,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,298,64,291,0.291,62,82,0.082,58551,58.551,316,0.316,75,58551.0,58.551,98,58630.0,58.63,108,58709.0,58.709,108,58788.0,58.788,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,299,69,316,0.316,67,375,0.375,58867,58.867,15,0.015,108,58867.0,58.867,108,58870.75,58.87075,102,58874.5,58.8745,102,58878.25,58.87825,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,300,60,15,0.015,80,787,0.787,58882,58.882,6,0.006,102,58882.0,58.882,102,58883.5,58.8835,102,58885.0,58.885,102,58886.5,58.8865,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,301,52,6,0.006,73,1415,1.415,58888,58.888,0,0.0,102,58888.0,58.888,102,58888.0,58.888,102,58888.0,58.888,102,58888.0,58.888,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,302,66,0,0.0,53,246,0.246,58888,58.888,298,0.298,102,58888.0,58.888,69,58962.5,58.9625,0,59037.0,59.037,62,59111.5,59.1115,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,303,71,298,0.298,64,396,0.396,59186,59.186,13,0.013,81,59186.0,59.186,81,59189.25,59.18925,91,59192.5,59.1925,91,59195.75,59.19575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,304,68,13,0.013,66,332,0.332,59199,59.199,302,0.302,91,59199.0,59.199,127,59274.5,59.2745,127,59350.0,59.35,127,59425.5,59.4255,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,305,54,302,0.302,84,766,0.766,59501,59.501,2,0.002,98,59501.0,59.501,98,59501.5,59.5015,98,59502.0,59.502,98,59502.5,59.5025,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,306,72,2,0.002,74,688,0.688,59503,59.503,18,0.018,98,59503.0,59.503,98,59507.5,59.5075,98,59512.0,59.512,98,59516.5,59.5165,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,307,69,18,0.018,55,291,0.291,59521,59.521,307,0.307,84,59521.0,59.521,0,59597.75,59.59775,0,59674.5,59.6745,72,59751.25,59.75125,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,308,68,307,0.307,67,294,0.294,59828,59.828,318,0.318,127,59828.0,59.828,127,59907.5,59.9075,127,59987.0,59.987,127,60066.5,60.0665,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,309,77,318,0.318,76,612,0.612,60146,60.146,4,0.004,127,60146.0,60.146,127,60147.0,60.147,127,60148.0,60.148,127,60149.0,60.149,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,310,59,4,0.004,81,950,0.95,60150,60.15,8,0.008,127,60150.0,60.15,127,60152.0,60.152,127,60154.0,60.154,127,60156.0,60.156,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,311,50,8,0.008,72,1398,1.398,60158,60.158,33,0.033,127,60158.0,60.158,127,60166.25,60.16625,127,60174.5,60.1745,127,60182.75,60.18275,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,312,69,33,0.033,45,313,0.313,60191,60.191,286,0.286,127,60191.0,60.191,127,60262.5,60.2625,61,60334.0,60.334,0,60405.5,60.4055,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,313,71,286,0.286,63,312,0.312,60477,60.477,294,0.294,0,60477.0,60.477,0,60550.5,60.5505,0,60624.0,60.624,0,60697.5,60.6975,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,314,76,294,0.294,73,729,0.729,60771,60.771,15,0.015,0,60771.0,60.771,0,60774.75,60.77475,0,60778.5,60.7785,0,60782.25,60.78225,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,315,68,15,0.015,62,373,0.373,60786,60.786,279,0.279,0,60786.0,60.786,42,60855.75,60.85575,63,60925.5,60.9255,71,60995.25,60.99525,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,316,60,279,0.279,65,310,0.31,61065,61.065,8,0.008,76,61065.0,61.065,76,61067.0,61.067,76,61069.0,61.069,76,61071.0,61.071,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,317,66,8,0.008,65,247,0.247,61073,61.073,303,0.303,76,61073.0,61.073,76,61148.75,61.14875,76,61224.5,61.2245,76,61300.25,61.30025,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,318,59,303,0.303,75,323,0.323,61376,61.376,0,0.0,52,61376.0,61.376,52,61376.0,61.376,52,61376.0,61.376,52,61376.0,61.376,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,319,74,0,0.0,71,732,0.732,61376,61.376,7,0.007,52,61376.0,61.376,52,61377.75,61.37775,52,61379.5,61.3795,40,61381.25,61.38125,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,320,52,7,0.007,56,677,0.677,61383,61.383,14,0.014,40,61383.0,61.383,40,61386.5,61.3865,40,61390.0,61.39,40,61393.5,61.3935,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,321,68,14,0.014,63,320,0.32,61397,61.397,270,0.27,40,61397.0,61.397,76,61464.5,61.4645,109,61532.0,61.532,127,61599.5,61.5995,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,322,69,270,0.27,74,369,0.369,61667,61.667,10,0.01,127,61667.0,61.667,127,61669.5,61.6695,127,61672.0,61.672,127,61674.5,61.6745,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,323,57,10,0.01,79,103,0.103,61677,61.677,328,0.328,127,61677.0,61.677,127,61759.0,61.759,127,61841.0,61.841,127,61923.0,61.923,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,324,71,328,0.328,76,207,0.207,62005,62.005,7,0.007,0,62005.0,62.005,0,62006.75,62.00675,0,62008.5,62.0085,0,62010.25,62.01025,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
